studyid,workflowid,groupid,n,numerator,denominator,metric,score,flag
AA-AA-000-0000,kri0004,X008X,1,0,3125,0,-1.339977654,0
AA-AA-000-0000,kri0004,X135X,1,0,3023,0,-1.323915196,0
AA-AA-000-0000,kri0004,X132X,3,0,2934,0,-1.309615618,0
AA-AA-000-0000,kri0004,X049X,3,0,2730,0,-1.275763289,0
AA-AA-000-0000,kri0004,X222X,1,0,2645,0,-1.26118262,0
AA-AA-000-0000,kri0004,X158X,1,0,2261,0,-1.191298989,0
AA-AA-000-0000,kri0004,X071X,2,0,1568,0,-1.0429307,0
AA-AA-000-0000,kri0004,X030X,1,0,1480,0,-1.021267717,0
AA-AA-000-0000,kri0004,X034X,2,0,1202,0,-0.946897711,0
AA-AA-000-0000,kri0004,X160X,1,0,911,0,-0.856157787,0
AA-AA-000-0000,kri0004,X215X,1,0,513,0,-0.694895525,0
AA-AA-000-0000,kri0004,X096X,1,0,433,0,-0.653374206,0
AA-AA-000-0000,kri0004,X047X,1,0,196,0,-0.489852606,0
AA-AA-000-0000,kri0004,X188X,1,0,105,0,-0.39044298,0
AA-AA-000-0000,kri0004,X039X,1,0,49,0,-0.295986614,0
AA-AA-000-0000,kri0004,X108X,1,0,45,0,-0.286966996,0
AA-AA-000-0000,kri0005,X183X,3142,580,3142,0.184595799,1.72E-187,-1
AA-AA-000-0000,kri0005,X116X,1723,191,1723,0.110853163,2.26E-30,-1
AA-AA-000-0000,kri0005,X036X,745,73,745,0.097986577,4.90E-10,-1
AA-AA-000-0000,kri0005,X013X,16413,1603,16413,0.097666484,1.82E-189,-1
AA-AA-000-0000,kri0005,X094X,4253,399,4253,0.09381613,7.21E-44,-1
AA-AA-000-0000,kri0005,X137X,5857,485,5857,0.082806898,9.52E-39,-1
AA-AA-000-0000,kri0005,X218X,926,74,926,0.079913607,1.22E-06,-1
AA-AA-000-0000,kri0005,X099X,2441,191,2441,0.07824662,7.45E-14,-1
AA-AA-000-0000,kri0005,X145X,2544,199,2544,0.07822327,1.85E-14,-1
AA-AA-000-0000,kri0005,X018X,8359,632,8359,0.07560713,4.92E-38,-1
AA-AA-000-0000,kri0005,X086X,27475,2041,27475,0.074285714,3.57E-114,-1
AA-AA-000-0000,kri0005,X075X,1943,144,1943,0.074112198,2.52E-09,-1
AA-AA-000-0000,kri0005,X070X,3578,254,3578,0.07098938,3.63E-13,-1
AA-AA-000-0000,kri0005,X121X,2563,178,2563,0.069449863,5.98E-09,-1
AA-AA-000-0000,kri0005,X136X,3697,246,3697,0.066540438,4.06E-10,-1
AA-AA-000-0000,kri0005,X100X,4852,320,4852,0.065952185,2.47E-12,-1
AA-AA-000-0000,kri0005,X224X,4448,286,4448,0.064298561,5.23E-10,-1
AA-AA-000-0000,kri0005,X082X,8842,562,8842,0.06356028,2.16E-17,-1
AA-AA-000-0000,kri0005,X144X,3486,221,3486,0.063396443,1.37E-07,-1
AA-AA-000-0000,kri0005,X160X,893,55,893,0.061590146,0.01401619,-1
AA-AA-000-0000,kri0005,X165X,7261,440,7261,0.060597714,5.38E-11,-1
AA-AA-000-0000,kri0005,X073X,2547,151,2547,0.059285434,0.000333735,-1
AA-AA-000-0000,kri0005,X031X,1767,104,1767,0.058856819,0.003617076,-1
AA-AA-000-0000,kri0005,X009X,5270,305,5270,0.057874763,2.35E-06,-1
AA-AA-000-0000,kri0005,X185X,4446,255,4446,0.057354926,2.88E-05,-1
AA-AA-000-0000,kri0005,X236X,14993,839,14993,0.055959448,4.40E-12,-1
AA-AA-000-0000,kri0005,X234X,1667,93,1667,0.055788842,0.022906787,-1
AA-AA-000-0000,kri0005,X093X,6465,360,6465,0.055684455,8.83E-06,-1
AA-AA-000-0000,kri0005,X050X,23250,1286,23250,0.055311828,2.40E-16,-1
AA-AA-000-0000,kri0005,X064X,2720,150,2720,0.055147059,0.005708023,-1
AA-AA-000-0000,kri0005,X199X,8721,457,8721,0.052402247,0.000176835,-1
AA-AA-000-0000,kri0005,X126X,24376,1264,24376,0.051854283,3.82E-09,-1
AA-AA-000-0000,kri0005,X172X,5404,274,5404,0.050703183,0.018186151,-1
AA-AA-000-0000,kri0005,X055X,37917,1878,37917,0.049529235,1.53E-07,-1
AA-AA-000-0000,kri0005,X128X,51702,2435,51702,0.047096824,0.000481904,-1
AA-AA-000-0000,kri0005,X102X,60208,2756,60208,0.045774648,0.029619089,-1
AA-AA-000-0000,kri0005,X140X,22219,908,22219,0.040865926,0.021649439,-1
AA-AA-000-0000,kri0005,X033X,12921,518,12921,0.040089776,0.029322239,-1
AA-AA-000-0000,kri0005,X098X,9245,368,9245,0.0398053,0.049876563,-1
AA-AA-000-0000,kri0005,X141X,12468,490,12468,0.03930061,0.009565468,-1
AA-AA-000-0000,kri0005,X230X,7712,303,7712,0.039289419,0.044803918,-1
AA-AA-000-0000,kri0005,X025X,11129,433,11129,0.038907359,0.00808745,-1
AA-AA-000-0000,kri0005,X040X,18987,738,18987,0.0388687,0.000437866,-1
AA-AA-000-0000,kri0005,X068X,14703,562,14703,0.038223492,0.000497369,-1
AA-AA-000-0000,kri0005,X192X,24713,937,24713,0.037915267,1.59E-06,-1
AA-AA-000-0000,kri0005,X010X,25552,947,25552,0.037061678,2.31E-08,-1
AA-AA-000-0000,kri0005,X217X,5646,209,5646,0.037017357,0.010127172,-1
AA-AA-000-0000,kri0005,X059X,10993,406,10993,0.036932593,0.000220894,-1
AA-AA-000-0000,kri0005,X152X,4516,166,4516,0.036758193,0.016388736,-1
AA-AA-000-0000,kri0005,X169X,25407,929,25407,0.036564726,2.10E-09,-1
AA-AA-000-0000,kri0005,X148X,3678,132,3678,0.03588907,0.015612354,-1
AA-AA-000-0000,kri0005,X175X,4232,151,4232,0.035680529,0.00762634,-1
AA-AA-000-0000,kri0005,X032X,3729,133,3729,0.035666398,0.011719474,-1
AA-AA-000-0000,kri0005,X214X,2532,90,2532,0.035545024,0.036910544,-1
AA-AA-000-0000,kri0005,X180X,8981,318,8981,0.035408084,4.43E-05,-1
AA-AA-000-0000,kri0005,X235X,7752,274,7752,0.035345717,0.000139126,-1
AA-AA-000-0000,kri0005,X166X,4421,155,4421,0.035059941,0.003260273,-1
AA-AA-000-0000,kri0005,X103X,2533,88,2533,0.034741413,0.02249755,-1
AA-AA-000-0000,kri0005,X143X,4355,150,4355,0.034443169,0.001638778,-1
AA-AA-000-0000,kri0005,X157X,2043,69,2043,0.033773862,0.023197623,-1
AA-AA-000-0000,kri0005,X088X,2760,93,2760,0.033695652,0.006999516,-1
AA-AA-000-0000,kri0005,X112X,2318,78,2318,0.033649698,0.014810985,-1
AA-AA-000-0000,kri0005,X201X,21537,715,21537,0.033198681,5.02E-16,-1
AA-AA-000-0000,kri0005,X219X,1852,61,1852,0.032937365,0.019873817,-1
AA-AA-000-0000,kri0005,X049X,2674,88,2674,0.032909499,0.004556497,-1
AA-AA-000-0000,kri0005,X085X,10762,354,10762,0.032893514,4.54E-09,-1
AA-AA-000-0000,kri0005,X027X,3408,108,3408,0.031690141,0.000313839,-1
AA-AA-000-0000,kri0005,X174X,3933,123,3933,0.031273837,5.00E-05,-1
AA-AA-000-0000,kri0005,X131X,6300,195,6300,0.030952381,1.31E-07,-1
AA-AA-000-0000,kri0005,X153X,5996,185,5996,0.030853903,2.14E-07,-1
AA-AA-000-0000,kri0005,X054X,8105,248,8105,0.030598396,6.36E-10,-1
AA-AA-000-0000,kri0005,X089X,3447,104,3447,0.030171163,3.69E-05,-1
AA-AA-000-0000,kri0005,X115X,1692,51,1692,0.030141844,0.004328617,-1
AA-AA-000-0000,kri0005,X114X,6652,200,6652,0.030066146,5.60E-09,-1
AA-AA-000-0000,kri0005,X109X,4729,140,4729,0.029604568,3.60E-07,-1
AA-AA-000-0000,kri0005,X197X,1942,57,1942,0.029351184,0.001063845,-1
AA-AA-000-0000,kri0005,X225X,869,25,869,0.0287687,0.025352353,-1
AA-AA-000-0000,kri0005,X035X,2797,80,2797,0.028602074,3.12E-05,-1
AA-AA-000-0000,kri0005,X130X,28558,808,28558,0.028293298,3.27E-44,-1
AA-AA-000-0000,kri0005,X202X,3896,110,3896,0.028234086,4.17E-07,-1
AA-AA-000-0000,kri0005,X030X,815,23,815,0.028220859,0.025979114,-1
AA-AA-000-0000,kri0005,X123X,2720,76,2720,0.027941176,1.60E-05,-1
AA-AA-000-0000,kri0005,X211X,788,22,788,0.027918782,0.029178412,-1
AA-AA-000-0000,kri0005,X204X,6227,173,6227,0.027782239,2.98E-11,-1
AA-AA-000-0000,kri0005,X065X,2630,73,2630,0.027756654,1.76E-05,-1
AA-AA-000-0000,kri0005,X063X,2685,74,2685,0.027560521,1.12E-05,-1
AA-AA-000-0000,kri0005,X119X,876,24,876,0.02739726,0.013322852,-1
AA-AA-000-0000,kri0005,X096X,661,18,661,0.027231467,0.036146865,-1
AA-AA-000-0000,kri0005,X125X,1916,52,1916,0.027139875,0.000145213,-1
AA-AA-000-0000,kri0005,X053X,8823,239,8823,0.027088292,9.58E-17,-1
AA-AA-000-0000,kri0005,X159X,7639,204,7639,0.026705066,2.45E-15,-1
AA-AA-000-0000,kri0005,X002X,7602,201,7602,0.02644041,1.04E-15,-1
AA-AA-000-0000,kri0005,X081X,11754,308,11754,0.026203845,2.99E-24,-1
AA-AA-000-0000,kri0005,X015X,2452,64,2452,0.026101142,4.26E-06,-1
AA-AA-000-0000,kri0005,X167X,929,24,929,0.02583423,0.004969987,-1
AA-AA-000-0000,kri0005,X124X,3376,87,3376,0.025770142,3.31E-08,-1
AA-AA-000-0000,kri0005,X034X,1273,32,1273,0.025137471,0.000595405,-1
AA-AA-000-0000,kri0005,X120X,2727,65,2727,0.023835717,3.03E-08,-1
AA-AA-000-0000,kri0005,X135X,841,20,841,0.023781213,0.003077515,-1
AA-AA-000-0000,kri0005,X210X,3625,85,3625,0.023448276,5.48E-11,-1
AA-AA-000-0000,kri0005,X188X,869,20,869,0.02301496,0.00156988,-1
AA-AA-000-0000,kri0005,X105X,4382,100,4382,0.02282063,9.07E-14,-1
AA-AA-000-0000,kri0005,X209X,6692,150,6692,0.022414824,3.05E-21,-1
AA-AA-000-0000,kri0005,X156X,1695,37,1695,0.021828909,1.40E-06,-1
AA-AA-000-0000,kri0005,X023X,1836,39,1836,0.02124183,2.51E-07,-1
AA-AA-000-0000,kri0005,X078X,2283,47,2283,0.020586947,1.88E-09,-1
AA-AA-000-0000,kri0005,X215X,924,19,924,0.020562771,0.000202212,-1
AA-AA-000-0000,kri0005,X048X,3601,74,3601,0.020549847,3.61E-14,-1
AA-AA-000-0000,kri0005,X179X,3185,64,3185,0.020094192,3.56E-13,-1
AA-AA-000-0000,kri0005,X110X,3448,66,3448,0.019141531,2.46E-15,-1
AA-AA-000-0000,kri0005,X011X,888,16,888,0.018018018,3.71E-05,-1
AA-AA-000-0000,kri0005,X195X,1818,30,1818,0.01650165,1.44E-10,-1
AA-AA-000-0000,kri0005,X044X,3739,60,3739,0.016047071,2.69E-21,-1
AA-AA-000-0000,kri0005,X007X,678,9,678,0.013274336,1.28E-05,-1
AA-AA-000-0000,kri0005,X020X,831,11,831,0.013237064,1.05E-06,-1
AA-AA-000-0000,kri0005,X061X,1717,22,1717,0.012813046,3.50E-13,-1
AA-AA-000-0000,kri0005,X016X,4430,46,4430,0.010383747,1.21E-38,-1
AA-AA-000-0000,kri0005,X222X,865,49,865,0.056647399,0.080676023,0
AA-AA-000-0000,kri0005,X158X,947,53,947,0.055966209,0.080468987,0
AA-AA-000-0000,kri0005,X047X,932,49,932,0.052575107,0.200612271,0
AA-AA-000-0000,kri0005,X014X,1860,94,1860,0.050537634,0.174066821,0
AA-AA-000-0000,kri0005,X117X,3396,169,3396,0.049764429,0.102146191,0
AA-AA-000-0000,kri0005,X028X,1734,86,1734,0.049596309,0.265043301,0
AA-AA-000-0000,kri0005,X039X,755,37,755,0.049006623,0.477432187,0
AA-AA-000-0000,kri0005,X196X,4174,199,4174,0.04767609,0.24117674,0
AA-AA-000-0000,kri0005,X017X,2967,141,2967,0.04752275,0.346404132,0
AA-AA-000-0000,kri0005,X193X,5989,284,5989,0.04742027,0.195208635,0
AA-AA-000-0000,kri0005,X113X,803,38,803,0.04732254,0.60574136,0
AA-AA-000-0000,kri0005,X226X,8201,388,8201,0.047311303,0.144451045,0
AA-AA-000-0000,kri0005,X181X,1695,80,1695,0.04719764,0.514149406,0
AA-AA-000-0000,kri0005,X223X,1603,75,1603,0.046787274,0.583043352,0
AA-AA-000-0000,kri0005,X097X,4634,216,4634,0.046611998,0.388882116,0
AA-AA-000-0000,kri0005,X151X,4753,221,4753,0.046496949,0.39494869,0
AA-AA-000-0000,kri0005,X168X,15688,717,15688,0.045703723,0.289848445,0
AA-AA-000-0000,kri0005,X090X,32089,1451,32089,0.045217987,0.281467263,0
AA-AA-000-0000,kri0005,X076X,1858,84,1858,0.045209903,0.777090515,0
AA-AA-000-0000,kri0005,X072X,6363,287,6363,0.04510451,0.66777242,0
AA-AA-000-0000,kri0005,X227X,1976,89,1976,0.045040486,0.783863068,0
AA-AA-000-0000,kri0005,X133X,14671,660,14671,0.044986708,0.556797205,0
AA-AA-000-0000,kri0005,X008X,918,41,918,0.044662309,0.872189725,0
AA-AA-000-0000,kri0005,X232X,3092,138,3092,0.044631307,0.860527687,0
AA-AA-000-0000,kri0005,X021X,15435,683,15435,0.044250081,0.874389169,0
AA-AA-000-0000,kri0005,X084X,8917,394,8917,0.044185264,0.917421584,0
AA-AA-000-0000,kri0005,X029X,6204,273,6204,0.044003868,0.975244834,0
AA-AA-000-0000,kri0005,X186X,1938,85,1938,0.043859649,1,0
AA-AA-000-0000,kri0005,X194X,2622,115,2622,0.043859649,1,0
AA-AA-000-0000,kri0005,X150X,2410,104,2410,0.043153527,0.881465886,0
AA-AA-000-0000,kri0005,X043X,883,38,883,0.043035108,1,0
AA-AA-000-0000,kri0005,X057X,4581,196,4581,0.042785418,0.718156306,0
AA-AA-000-0000,kri0005,X154X,5860,247,5860,0.042150171,0.522953278,0
AA-AA-000-0000,kri0005,X083X,17519,738,17519,0.042125692,0.22758134,0
AA-AA-000-0000,kri0005,X132X,2460,102,2460,0.041463415,0.588112437,0
AA-AA-000-0000,kri0005,X231X,14329,590,14329,0.041175239,0.100996297,0
AA-AA-000-0000,kri0005,X173X,6861,282,6861,0.04110188,0.249558226,0
AA-AA-000-0000,kri0005,X038X,5377,221,5377,0.041100986,0.317287308,0
AA-AA-000-0000,kri0005,X203X,5809,237,5809,0.040798761,0.248149818,0
AA-AA-000-0000,kri0005,X095X,5600,227,5600,0.040535714,0.214517676,0
AA-AA-000-0000,kri0005,X129X,10760,435,10760,0.040427509,0.072613933,0
AA-AA-000-0000,kri0005,X037X,7036,284,7036,0.040363843,0.144768338,0
AA-AA-000-0000,kri0005,X207X,2693,108,2693,0.040103973,0.346755596,0
AA-AA-000-0000,kri0005,X228X,832,33,832,0.039663462,0.611721781,0
AA-AA-000-0000,kri0005,X108X,883,35,883,0.039637599,0.621764051,0
AA-AA-000-0000,kri0005,X058X,6163,243,6163,0.03942885,0.081123705,0
AA-AA-000-0000,kri0005,X164X,4086,160,4086,0.039158101,0.136095274,0
AA-AA-000-0000,kri0005,X212X,4364,170,4364,0.038955087,0.111634746,0
AA-AA-000-0000,kri0005,X071X,1668,62,1668,0.037170264,0.188482043,0
AA-AA-000-0000,kri0005,X107X,1862,68,1862,0.036519871,0.126413993,0
AA-AA-000-0000,kri0005,X216X,725,26,725,0.035862069,0.319147168,0
AA-AA-000-0000,kri0005,X191X,802,28,802,0.034912718,0.228141837,0
AA-AA-000-0000,kri0005,X161X,1794,62,1794,0.034559643,0.050083595,0
AA-AA-000-0000,kri0005,X206X,870,29,870,0.033333333,0.136215301,0
AA-AA-000-0000,kri0005,X122X,876,29,876,0.033105023,0.136968924,0
AA-AA-000-0000,kri0005,X024X,877,27,877,0.030786773,0.057732929,0
AA-AA-000-0000,kri0005,X080X,916,28,916,0.030567686,0.052363641,0
AA-AA-000-0000,kri0005,X127X,66,2,66,0.03030303,1,0
AA-AA-000-0000,kri0006,X214X,13,13,13,1,0.006999739,-1
AA-AA-000-0000,kri0006,X181X,14,14,14,1,0.007201931,-1
AA-AA-000-0000,kri0006,X183X,41,40,41,0.975609756,2.12E-06,-1
AA-AA-000-0000,kri0006,X137X,52,50,52,0.961538462,5.65E-07,-1
AA-AA-000-0000,kri0006,X094X,19,18,19,0.947368421,0.011488723,-1
AA-AA-000-0000,kri0006,X227X,16,15,16,0.9375,0.028838211,-1
AA-AA-000-0000,kri0006,X093X,25,23,25,0.92,0.008467695,-1
AA-AA-000-0000,kri0006,X073X,23,21,23,0.913043478,0.012605068,-1
AA-AA-000-0000,kri0006,X201X,44,40,44,0.909090909,0.000298483,-1
AA-AA-000-0000,kri0006,X165X,25,22,25,0.88,0.030255412,-1
AA-AA-000-0000,kri0006,X128X,134,105,134,0.78358209,0.004357814,-1
AA-AA-000-0000,kri0006,X102X,112,65,112,0.580357143,0.039020785,-1
AA-AA-000-0000,kri0006,X086X,50,24,50,0.48,0.005552809,-1
AA-AA-000-0000,kri0006,X126X,37,16,37,0.432432432,0.002535477,-1
AA-AA-000-0000,kri0006,X083X,28,11,28,0.392857143,0.003565916,-1
AA-AA-000-0000,kri0006,X098X,13,4,13,0.307692308,0.013294984,-1
AA-AA-000-0000,kri0006,X235X,11,3,11,0.272727273,0.007780196,-1
AA-AA-000-0000,kri0006,X180X,12,3,12,0.25,0.003327493,-1
AA-AA-000-0000,kri0006,X172X,8,2,8,0.25,0.017906466,-1
AA-AA-000-0000,kri0006,X105X,5,1,5,0.2,0.042510671,-1
AA-AA-000-0000,kri0006,X109X,5,1,5,0.2,0.042510671,-1
AA-AA-000-0000,kri0006,X143X,5,1,5,0.2,0.042510671,-1
AA-AA-000-0000,kri0006,X174X,5,1,5,0.2,0.042510671,-1
AA-AA-000-0000,kri0006,X175X,5,1,5,0.2,0.042510671,-1
AA-AA-000-0000,kri0006,X217X,6,0,6,0,0.001228807,-1
AA-AA-000-0000,kri0006,X016X,5,0,5,0,0.003762825,-1
AA-AA-000-0000,kri0006,X027X,4,0,4,0,0.011512394,-1
AA-AA-000-0000,kri0006,X044X,4,0,4,0,0.011512394,-1
AA-AA-000-0000,kri0006,X110X,4,0,4,0,0.011512394,-1
AA-AA-000-0000,kri0006,X117X,4,0,4,0,0.011512394,-1
AA-AA-000-0000,kri0006,X179X,4,0,4,0,0.011512394,-1
AA-AA-000-0000,kri0006,X035X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X063X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X078X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X107X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X132X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X150X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X219X,3,0,3,0,0.035191633,-1
AA-AA-000-0000,kri0006,X158X,8,8,8,1,0.059259955,0
AA-AA-000-0000,kri0006,X015X,6,6,6,1,0.186483236,0
AA-AA-000-0000,kri0006,X017X,4,4,4,1,0.309921603,0
AA-AA-000-0000,kri0006,X218X,4,4,4,1,0.309921603,0
AA-AA-000-0000,kri0006,X119X,3,3,3,1,0.555357983,0
AA-AA-000-0000,kri0006,X120X,3,3,3,1,0.555357983,0
AA-AA-000-0000,kri0006,X186X,3,3,3,1,0.555357983,0
AA-AA-000-0000,kri0006,X030X,1,1,1,1,1,0
AA-AA-000-0000,kri0006,X036X,2,2,2,1,1,0
AA-AA-000-0000,kri0006,X080X,2,2,2,1,1,0
AA-AA-000-0000,kri0006,X108X,1,1,1,1,1,0
AA-AA-000-0000,kri0006,X135X,2,2,2,1,1,0
AA-AA-000-0000,kri0006,X188X,2,2,2,1,1,0
AA-AA-000-0000,kri0006,X191X,2,2,2,1,1,0
AA-AA-000-0000,kri0006,X225X,1,1,1,1,1,0
AA-AA-000-0000,kri0006,X145X,10,9,10,0.9,0.180749794,0
AA-AA-000-0000,kri0006,X065X,8,7,8,0.875,0.28575502,0
AA-AA-000-0000,kri0006,X116X,8,7,8,0.875,0.28575502,0
AA-AA-000-0000,kri0006,X185X,8,7,8,0.875,0.28575502,0
AA-AA-000-0000,kri0006,X153X,14,12,14,0.857142857,0.164438588,0
AA-AA-000-0000,kri0006,X173X,14,12,14,0.857142857,0.164438588,0
AA-AA-000-0000,kri0006,X075X,7,6,7,0.857142857,0.437818665,0
AA-AA-000-0000,kri0006,X112X,7,6,7,0.857142857,0.437818665,0
AA-AA-000-0000,kri0006,X097X,13,11,13,0.846153846,0.2424652,0
AA-AA-000-0000,kri0006,X193X,19,16,19,0.842105263,0.142792657,0
AA-AA-000-0000,kri0006,X081X,25,21,25,0.84,0.086592163,0
AA-AA-000-0000,kri0006,X018X,31,26,31,0.838709677,0.05341107,0
AA-AA-000-0000,kri0006,X053X,17,14,17,0.823529412,0.298386588,0
AA-AA-000-0000,kri0006,X226X,17,14,17,0.823529412,0.298386588,0
AA-AA-000-0000,kri0006,X202X,11,9,11,0.818181818,0.520514218,0
AA-AA-000-0000,kri0006,X144X,10,8,10,0.8,0.513191018,0
AA-AA-000-0000,kri0006,X023X,5,4,5,0.8,1,0
AA-AA-000-0000,kri0006,X061X,5,4,5,0.8,1,0
AA-AA-000-0000,kri0006,X076X,5,4,5,0.8,1,0
AA-AA-000-0000,kri0006,X088X,5,4,5,0.8,1,0
AA-AA-000-0000,kri0006,X013X,57,45,57,0.789473684,0.063036438,0
AA-AA-000-0000,kri0006,X192X,65,51,65,0.784615385,0.05989957,0
AA-AA-000-0000,kri0006,X033X,32,25,32,0.78125,0.254671749,0
AA-AA-000-0000,kri0006,X002X,18,14,18,0.777777778,0.452798354,0
AA-AA-000-0000,kri0006,X136X,9,7,9,0.777777778,0.726506228,0
AA-AA-000-0000,kri0006,X010X,63,48,63,0.761904762,0.135782361,0
AA-AA-000-0000,kri0006,X025X,21,16,21,0.761904762,0.486891888,0
AA-AA-000-0000,kri0006,X099X,8,6,8,0.75,1,0
AA-AA-000-0000,kri0006,X125X,4,3,4,0.75,1,0
AA-AA-000-0000,kri0006,X151X,8,6,8,0.75,1,0
AA-AA-000-0000,kri0006,X161X,4,3,4,0.75,1,0
AA-AA-000-0000,kri0006,X194X,4,3,4,0.75,1,0
AA-AA-000-0000,kri0006,X169X,66,49,66,0.742424242,0.234042603,0
AA-AA-000-0000,kri0006,X159X,15,11,15,0.733333333,0.785215489,0
AA-AA-000-0000,kri0006,X168X,37,27,37,0.72972973,0.59670744,0
AA-AA-000-0000,kri0006,X057X,7,5,7,0.714285714,1,0
AA-AA-000-0000,kri0006,X089X,7,5,7,0.714285714,1,0
AA-AA-000-0000,kri0006,X154X,14,10,14,0.714285714,1,0
AA-AA-000-0000,kri0006,X210X,7,5,7,0.714285714,1,0
AA-AA-000-0000,kri0006,X141X,24,17,24,0.708333333,0.828729155,0
AA-AA-000-0000,kri0006,X164X,10,7,10,0.7,1,0
AA-AA-000-0000,kri0006,X196X,10,7,10,0.7,1,0
AA-AA-000-0000,kri0006,X224X,10,7,10,0.7,1,0
AA-AA-000-0000,kri0006,X095X,13,9,13,0.692307692,1,0
AA-AA-000-0000,kri0006,X040X,45,31,45,0.688888889,0.87381562,0
AA-AA-000-0000,kri0006,X166X,6,4,6,0.666666667,1,0
AA-AA-000-0000,kri0006,X009X,9,6,9,0.666666667,1,0
AA-AA-000-0000,kri0006,X014X,3,2,3,0.666666667,1,0
AA-AA-000-0000,kri0006,X028X,3,2,3,0.666666667,1,0
AA-AA-000-0000,kri0006,X082X,18,12,18,0.666666667,1,0
AA-AA-000-0000,kri0006,X115X,3,2,3,0.666666667,1,0
AA-AA-000-0000,kri0006,X157X,3,2,3,0.666666667,1,0
AA-AA-000-0000,kri0006,X230X,18,12,18,0.666666667,1,0
AA-AA-000-0000,kri0006,X055X,77,51,77,0.662337662,0.901873828,0
AA-AA-000-0000,kri0006,X231X,26,17,26,0.653846154,0.835709789,0
AA-AA-000-0000,kri0006,X037X,17,11,17,0.647058824,0.800148278,0
AA-AA-000-0000,kri0006,X050X,45,29,45,0.644444444,0.748820904,0
AA-AA-000-0000,kri0006,X209X,11,7,11,0.636363636,0.757425801,0
AA-AA-000-0000,kri0006,X021X,30,19,30,0.633333333,0.696490115,0
AA-AA-000-0000,kri0006,X130X,46,29,46,0.630434783,0.529966873,0
AA-AA-000-0000,kri0006,X054X,16,10,16,0.625,0.790043039,0
AA-AA-000-0000,kri0006,X090X,69,43,69,0.623188406,0.434884294,0
AA-AA-000-0000,kri0006,X140X,45,28,45,0.622222222,0.521742384,0
AA-AA-000-0000,kri0006,X068X,28,17,28,0.607142857,0.543774031,0
AA-AA-000-0000,kri0006,X059X,20,12,20,0.6,0.481564093,0
AA-AA-000-0000,kri0006,X152X,5,3,5,0.6,0.66539349,0
AA-AA-000-0000,kri0006,X085X,17,10,17,0.588235294,0.44786066,0
AA-AA-000-0000,kri0006,X029X,12,7,12,0.583333333,0.543861748,0
AA-AA-000-0000,kri0006,X199X,14,8,14,0.571428571,0.406744518,0
AA-AA-000-0000,kri0006,X038X,7,4,7,0.571428571,0.689983577,0
AA-AA-000-0000,kri0006,X100X,7,4,7,0.571428571,0.689983577,0
AA-AA-000-0000,kri0006,X129X,16,9,16,0.5625,0.423280279,0
AA-AA-000-0000,kri0006,X072X,11,6,11,0.545454545,0.355250764,0
AA-AA-000-0000,kri0006,X131X,11,6,11,0.545454545,0.355250764,0
AA-AA-000-0000,kri0006,X133X,24,13,24,0.541666667,0.191467193,0
AA-AA-000-0000,kri0006,X212X,6,3,6,0.5,0.400765601,0
AA-AA-000-0000,kri0006,X203X,8,4,8,0.5,0.451018052,0
AA-AA-000-0000,kri0006,X234X,2,1,2,0.5,0.548490924,0
AA-AA-000-0000,kri0006,X064X,4,2,4,0.5,0.601588725,0
AA-AA-000-0000,kri0006,X121X,4,2,4,0.5,0.601588725,0
AA-AA-000-0000,kri0006,X207X,4,2,4,0.5,0.601588725,0
AA-AA-000-0000,kri0006,X236X,21,10,21,0.476190476,0.063314796,0
AA-AA-000-0000,kri0006,X084X,12,5,12,0.416666667,0.069131614,0
AA-AA-000-0000,kri0006,X032X,5,2,5,0.4,0.338578322,0
AA-AA-000-0000,kri0006,X048X,5,2,5,0.4,0.338578322,0
AA-AA-000-0000,kri0006,X124X,5,2,5,0.4,0.338578322,0
AA-AA-000-0000,kri0006,X058X,8,3,8,0.375,0.123576292,0
AA-AA-000-0000,kri0006,X114X,8,3,8,0.375,0.123576292,0
AA-AA-000-0000,kri0006,X204X,8,3,8,0.375,0.123576292,0
AA-AA-000-0000,kri0006,X232X,6,2,6,0.333333333,0.09466619,0
AA-AA-000-0000,kri0006,X049X,3,1,3,0.333333333,0.252062913,0
AA-AA-000-0000,kri0006,X103X,3,1,3,0.333333333,0.252062913,0
AA-AA-000-0000,kri0006,X123X,3,1,3,0.333333333,0.252062913,0
AA-AA-000-0000,kri0006,X070X,4,1,4,0.25,0.106229352,0
AA-AA-000-0000,kri0006,X148X,4,1,4,0.25,0.106229352,0
AA-AA-000-0000,kri0006,X031X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X034X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X071X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X156X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X195X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X197X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X223X,2,0,2,0,0.10748206,0
AA-AA-000-0000,kri0006,X007X,1,0,1,0,0.327986492,0
